Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES
2020-03-13,136.7042999267578,80.10609436035156,80.0634994506836,142.82000732421875,163.44667053222656,58.37161636352539,335.5,43.900001525878906,112.66594696044922,12.574079513549805
2020-03-16,126.31256103515624,72.26718139648438,69.6534652709961,142.44000244140625,149.73367309570312,52.16270446777344,286.0299987792969,38.709999084472656,94.3920440673828,10.62993335723877
2020-03-17,129.71856689453125,77.98694610595703,68.48116302490234,145.25,154.80857849121094,55.52421569824219,311.8099975585937,41.880001068115234,99.34699249267578,11.18125820159912
2020-03-18,132.20797729492188,77.76129150390625,66.61486053466797,146.5500030517578,148.3692626953125,54.960670471191406,294.6099853515625,39.119998931884766,87.94066619873047,9.246785163879396
2020-03-19,132.68075561523438,73.09130096435547,66.64298248291016,140.50999450683594,155.5840301513672,53.51719665527344,307.510009765625,39.81999969482422,85.43632507324219,10.62993335723877
2020-03-20,120.50396728515624,66.7142105102539,64.542236328125,130.50999450683594,147.1815185546875,51.46074295043945,295.3399963378906,39.61000061035156,74.56422424316406,11.481101036071776
2020-03-23,113.73050689697266,61.63215255737305,60.490760803222656,132.33999633789062,141.0465087890625,55.83070755004883,307.2699890136719,41.63999938964844,78.01268005371094,11.481101036071776
2020-03-24,128.0590057373047,68.37226104736328,63.29489135742188,143.6699981689453,153.9644012451172,53.81380462646485,310.0,46.220001220703125,85.84376525878906,12.245217323303224
2020-03-25,126.92042541503906,69.41220092773438,63.68879318237305,146.88999938964844,149.0269317626953,52.271461486816406,305.9100036621094,44.630001068115234,89.80901336669922,12.399975776672363
2020-03-26,131.39747619628906,74.37651824951172,69.2408218383789,149.1699981689453,168.18780517578125,57.06655502319336,322.6700134277344,47.5,96.51710510253906,13.057697296142578
2020-03-27,128.56072998046875,73.15015411376953,68.15291595458984,145.24000549316406,159.8834686279297,56.31515884399414,305.8299865722656,46.58000183105469,95.0065460205078,13.0093355178833
2020-03-30,132.90267944335938,77.83976745605469,70.56317138671875,148.99000549316406,166.69578552246094,57.808067321777344,318.3900146484375,47.86000061035156,95.90095520019533,13.21245574951172
2020-03-31,131.7158660888672,77.41790771484375,71.4541244506836,145.16000366210938,160.25645446777344,58.8066291809082,318.239990234375,45.47999954223633,92.74069213867188,13.15442180633545
2020-04-01,128.4642333984375,75.12215423583984,68.8563003540039,144.47999572753906,151.8343048095703,56.84904479980469,301.2099914550781,43.65999984741211,88.616455078125,12.38063144683838
2020-04-02,133.06671142578125,77.9378890991211,70.45999908447266,143.27999877929688,153.3950653076172,60.09191131591797,303.9599914550781,44.4900016784668,87.8611831665039,12.612768173217772
2020-04-03,129.09140014648438,77.94769287109375,68.80941772460938,141.39999389648438,149.35086059570312,59.30097198486328,293.6099853515625,42.59000015258789,84.12451171875,11.83897876739502
2020-04-06,135.75872802734375,81.16567993164062,71.02272033691406,150.25999450683594,162.99514770507812,60.90262985229492,319.1300048828125,47.52000045776367,95.21522521972656,13.173766136169434
